Raster,LAI,PySR_b3,Euqa_b3,PySR_b5,Euqa_b5,ensemble_mean,ensemble_geo_mean
BAR_190627_1041_0045,1.39,1.4996248081849914,1.4701365553256638,1.5488853744367381,1.6207388657192516,1.4848806817553277,1.484807479030865
BAR_190627_1041_0046,1.2,1.2358417476225565,1.2559761681770547,1.2430083836573789,1.186700427746413,1.2459089578998057,1.245868284632133
BAR_190627_1041_0047,1.11,1.0968839030988893,1.2039541886303728,0.9809684815563697,0.8628547258581367,1.150419045864631,1.1491727326982397
BAR_190627_1041_0048,1.15,1.11797231969511,1.2178282300353733,1.004143165874634,0.8975745766984367,1.1679002748652416,1.1668325721039998
BAR_190627_1041_0049,1.54,1.0955048618788048,1.1541319236439338,0.8880061756681851,1.00581787669076,1.1248183927613693,1.1244363626286136
BAR_190627_1041_0050,1.16,1.5041321769480527,1.5222782074883476,1.49084921484949,1.6264641108135938,1.5132051922182002,1.5131779915627994
BAR_190627_1041_0051,1.1,1.2919262986370839,1.2681419165697425,1.3881238836169816,1.4202890653279834,1.2800341076034132,1.2799788640522487
BAR_190627_1041_0052,1.24,0.912822562351333,1.0136103730883652,0.9197741390025782,0.8337965472840247,0.9632164677198491,0.9618973011649488
BAR_190627_1041_0053,1.24,1.1194162922988178,1.1647401138064775,1.0765100736512097,1.1232476394464888,1.1420782030526477,1.14185334421236
BAR_190627_1041_0054,1.25,1.3252010170270578,1.2956364753284304,1.3852636243825527,1.5360362054620191,1.3104187461777441,1.3103353673020461
BAR_190627_1041_0055,0.98,1.0867888273056172,1.1130929806574932,1.1006022459049876,1.0990365530647765,1.099940903981555,1.0998622709825403
BAR_190627_1041_0056,1.03,1.1774864649849937,1.1782652519284376,1.249317022209063,1.2011881691400608,1.1778758584567157,1.177875794092004
BAR_190627_1041_0057,0.9,1.1550315332888945,1.1720802619551107,1.2612104165677411,1.178749678692185,1.1635558976220026,1.1635246718929775
BAR_190627_1041_0058,0.9,1.1575408938346539,1.3067142391762956,1.0625411283542132,0.8549293384915164,1.2321275665054747,1.2298679475466456
BAR_190627_1041_0059,1.05,1.0681758615947796,1.0994561363462487,1.1390169534463055,0.9875864248362851,1.0838159989705143,1.0837031446513947
BAR_190627_1041_0060,0.91,1.1195481975395498,1.1087284789439182,1.2421121033002693,1.249654727208211,1.114138338241734,1.1141252039885061
BAR_190627_1041_0061,2.07,1.537472736059097,1.5143938515323174,1.6010403436600602,1.784112465448366,1.525933293795707,1.5258896612751742
BAR_190627_1041_0062,1.74,1.5611060887043857,1.5470133947294564,1.637946184546821,1.8523849907623768,1.554059741716921,1.5540437670218286
BAR_190627_1041_0063,2.29,1.7151137762057762,1.7192433389581385,1.819094795941021,1.8641055076644952,1.7171785575819574,1.7171773162073625
BAR_190627_1041_0064,1.78,1.6566112034477194,1.6590837912023475,1.7414602546671816,1.7607422232921253,1.6578474973250334,1.6578470363590019
BAR_190627_1041_0065,1.96,1.5811728628315627,1.5673938005301205,1.671251661951518,1.8829515559146337,1.5742833316808416,1.5742682562919998
BAR_190627_1041_0066,1.85,1.4501387350637258,1.401463538644683,1.575773067699741,1.6829404852732042,1.4258011368542043,1.4255934073809873
BAR_190627_1041_0067,1.51,1.5290224212608137,1.5043980999458206,1.6645746382978153,1.8558287036333123,1.5167102606033172,1.5166602867218903
BAR_190627_1041_0068,1.59,1.6305437901056312,1.6060028489828673,1.7682177116233595,1.8938806332590659,1.6182733195442491,1.6182267987834604
BAR_190627_1041_0069,1.92,1.6015090623595638,1.5770114260275006,1.780007919872416,1.9462904077997139,1.5892602441935322,1.5892130411708876
BAR_190627_1041_0070,1.61,1.5629858029935455,1.5493797012115418,1.6458847771266443,1.783822058734907,1.5561827521025435,1.5561678818302418
BAR_190627_1041_0071,1.2,1.5042574963563917,1.463449376292646,1.588312875043133,1.725030577939601,1.4838534363245188,1.483713144386845
BAR_190627_1041_0072,1.61,1.4838449903690742,1.4519440070024903,1.535179753521397,1.6939708019909134,1.4678944986857823,1.4678078352042698
BAR_190627_1041_0073,1.71,1.7583728344421237,1.7818973402483733,1.8207327262457806,1.7606384855311692,1.7701350873452486,1.7700960078078853
BAR_190627_1041_0074,1.84,1.7985805936450485,1.8050690949029016,1.9173202559221476,1.8746220746909552,1.801824844273975,1.8018219235764645
BAR_190627_1041_0075,1.21,1.5977302651454601,1.5638578361443427,1.7406787997187356,1.8022088983528657,1.5807940506449014,1.5807033229523832
BAR_190627_1041_0076,1.11,1.3759322122338826,1.3393309920067196,1.4847955486588709,1.2444369457566737,1.3576316021203012,1.3575082521830968
BAR_190627_1041_0077,1.1,1.4332967989091792,1.3659238057476222,1.5365738673270686,1.3677505866864244,1.3996103023284006,1.399204852168513
BAR_190627_1041_0078,1.24,1.5546882720568962,1.4298250371261532,1.776188680740181,1.4925020969674854,1.4922566545915248,1.4909501052393894
BAR_190627_1041_0079,1.1,1.4798612349192721,1.4254400574698616,1.5987333608760435,1.4166669932826905,1.452650646194567,1.452395773799534
BAR_190627_1041_0080,1.34,1.543629657231339,1.4338212761080125,1.627788323758874,1.5399957833753217,1.4887254666696759,1.487712688985885
BAR_190627_1041_0081,0.93,1.5849788590348177,1.5247054426975721,1.5630171644098383,1.3403815525634304,1.554842150866195,1.5545500612495484
BAR_190627_1041_0082,1.01,1.5026003242514645,1.4033268884240748,1.6526995611532345,1.5505391679548812,1.4529636063377698,1.4521155042133576
BAR_190627_1041_0083,1.64,1.6504667420562158,1.610116055672583,1.679734586774434,1.6447464609698939,1.6302913988643994,1.6301665561341678
BAR_190627_1041_0084,1.53,1.6340461160825395,1.577497203538004,1.689566855860851,1.6330783996224043,1.6057716598102716,1.6055227119453472
BAR_190627_1041_0085,1.02,1.3046315886180864,1.224293122459423,1.4084998953460461,1.3353571133510265,1.2644623555387546,1.263824149669737
BAR_190627_1041_0086,1.24,1.3452358205752688,1.2889407027747553,1.3612241586962976,1.2670938503635032,1.317088261675012,1.3167874558827106
BAR_190627_1041_0087,1.54,1.643343035743994,1.6038563325771302,1.696304755171882,1.5979688938747545,1.623599684160562,1.6234796378379772
BAR_190627_1041_0088,1.38,1.4763467731148114,1.3782337336607864,1.6363561458877778,1.596122992653315,1.427290253387799,1.4264469584558974
BAR_190627_1041_0089,1.29,1.6156161027620306,1.5220221243440326,1.7507682503464435,1.6821008608276062,1.5688191135530316,1.5681209943273806
BAR_190627_1041_0090,1.04,1.6079519683176264,1.4854579365110234,1.781836835748845,1.6850793151759773,1.5467049524143248,1.5454918352634348
BAR_190627_1041_0091,1.41,1.7383244660397728,1.6590810379259266,1.953303814970367,1.8465189438760325,1.6987027519828497,1.698240607031082
BAR_190627_1041_0092,2.46,1.4197315480224817,1.3901769781286357,1.6131551256714742,1.3965912182626554,1.4049542630755587,1.4048765473107534
BAR_190627_1041_0093,2.07,1.6590144093592083,1.5943556420717393,1.8579254631553719,1.7602514293656752,1.626685025715474,1.6263637304859475
BAR_190627_1041_0094,1.84,2.027794773675311,2.0555374592465334,2.4951591542210023,2.242877107886071,2.041666116460922,2.041618994071604
BAR_190627_1041_0095,2.69,1.8889379768446655,1.9159887988543167,2.1608918052428274,1.9572977221950691,1.9024633878494912,1.9024153083291024
BAR_190627_1041_0096,1.89,1.7472027009275117,1.6961072013540415,1.8941955831249284,1.7730140730622326,1.7216549511407766,1.7214653883445883
BAR_190627_1041_0097,2.47,1.5758794864393662,1.5193251534447483,1.725091656565265,1.644197859599875,1.5476023199420572,1.5473439638764617
BAR_190627_1041_0098,1.69,1.685337455361407,1.6102978312508818,1.904664883822593,1.8115685705527595,1.6478176433061444,1.6473904362033773
BAR_190627_1041_0099,2.12,1.7987699292075097,1.7552858187789906,2.0760202985343823,1.9205036685835295,1.7770278739932501,1.7768948612633304
BAR_190627_1041_0100,2.18,1.8906613526456153,1.881544646488698,2.123860213503727,1.984872218053448,1.8861029995671568,1.8860974912218715
BAR_190627_1041_0101,2.01,1.8897194617627557,1.9083050762579155,2.2023304587186847,1.941148266872812,1.8990122690103357,1.8989895317208156
BAR_190627_1041_0102,1.71,1.5390039488839133,1.543171928844477,1.724242386733811,1.4831790345457452,1.5410879388641952,1.541086529789439
BAR_190627_1041_0103,2.05,1.8907844864733172,1.8694129874325398,2.1429225430133005,1.9838699541743074,1.8800987369529285,1.8800683698868996
BAR_190627_1041_0104,1.76,1.8463983104628932,1.784364976474846,2.1895216497903918,2.0183480585555564,1.8153816434688697,1.8151166568053734
BAR_190627_1041_0105,2.18,1.9653251630062645,1.9474577687506005,2.2559918094725004,2.068557475554743,1.9563914658784325,1.9563710682837216
BAR_190627_1041_0106,1.53,1.4204453879154761,1.3263757774645601,1.6285753226827928,1.6258895649581953,1.3734105826900183,1.3726049525418222
BAR_190627_1041_0107,0.99,1.746439336298009,1.73137426243413,1.891682000084596,1.7623039328953158,1.7389067993660694,1.7388904846967554
BAR_190627_1041_0108,1.73,1.6928794911810685,1.6393916643779174,1.821474193472309,1.751933971800911,1.6661355777794928,1.6659209244854853
BAR_190627_1041_0109,1.71,1.7625325461586447,1.720388263287856,1.8820681605811556,1.8248362652766446,1.7414604047232505,1.741332910753769
BAR_190627_1041_0110,2.19,1.8374051470010082,1.817031435504365,2.0174234804623925,1.9095219267434715,1.8272182912526866,1.827189894854487
BAR_190627_1041_0111,1.71,1.810689374779476,1.834852734485954,1.8995350448363826,1.746128658233208,1.822771054632715,1.8227310143350235
BAR_190627_1041_0112,2.21,1.6819776926511945,1.631955323397516,1.7032513970984462,1.6309570640123963,1.6569665080243552,1.656777730825106
BAR_190627_1041_0113,1.74,1.8823333041636607,1.8636333859999927,1.9919955044123427,1.8917874424461747,1.8729833450818267,1.8729600073731092
BAR_190627_1041_0114,1.88,1.75300119937984,1.7090718635714846,1.8039582268051275,1.7264098905791818,1.7310365314756622,1.7308971739150627
BAR_190627_1041_0115,1.63,2.1509451106970485,2.1310806489650482,2.3367411530768094,2.18750763355356,2.1410128798310484,2.14098984173033
BAR_190627_1041_0116,1.26,1.5868848619047562,1.5852027775883757,1.5670255973530733,1.7372616214343974,1.5860438197465658,1.5860435967540003
BAR_190627_1041_0117,1.45,1.4377202594178529,1.477489903884995,1.3563101432000577,1.468579402089265,1.4576050816514239,1.4574694397828016
BAR_190627_1041_0118,1.35,1.5386432796713638,1.5264657503281465,1.5238245916347712,1.6279003402615744,1.532554514999755,1.5325424197688324
BAR_190627_1041_0119,1.5,1.513109297585089,1.5220332295102994,1.4770083813316848,1.7091441832683256,1.5175712635476941,1.5175647039930436
BAR_190627_1041_0120,1.21,1.565582777180595,1.5469081436418608,1.5927001902777023,1.7101617585518767,1.556245460411228,1.556217448676792
BAR_190627_1041_0121,1.48,1.5051699939108119,1.5056147114434577,1.4721810618251445,1.591412161859156,1.5053923526771347,1.50539233625503
BAR_190627_1041_0122,1.39,1.173375858811311,1.2879474489731575,1.0670899017322732,1.0744599775112897,1.2306616538922341,1.2293276390135852
BAR_190627_1041_0123,1.28,1.432193929182295,1.426542227906117,1.4354919163294804,1.4684935522060822,1.429368078544206,1.4293652851980585
BAR_190627_1041_0124,1.19,1.221653160415913,1.2576615275141894,1.146873539189242,1.3197119154499997,1.2396573439650513,1.2395265950439363
BAR_190627_1041_0125,1.21,1.4220061104369237,1.4114274090227072,1.4562211610765505,1.4227850458644844,1.4167167597298156,1.4167068857277587
BAR_190627_1041_0126,1.24,1.2497924539681622,1.30165616437904,1.233635559705287,1.2195164806235113,1.2757243091736012,1.2754607214266012
BAR_190627_1041_0127,1.14,1.1986431320427242,1.2688638949121713,1.17272616875779,1.1921902319860562,1.2337535134774478,1.233253823482196
BAR_190627_1041_0128,1.21,1.2308097707336716,1.278298581135265,1.2028136416434876,1.1710017990218335,1.2545541759344683,1.2543294557556532
BAR_190627_1041_0129,0.92,1.22397465856429,1.2403234812789785,1.2717110562794096,1.2501000188996878,1.2321490699216344,1.2321219539914503
BAR_190627_1041_0130,1.11,1.1068308429781961,1.1071446481461884,1.0925456730277279,1.0951814386005685,1.1069877455621921,1.1069877344426378
BAR_190627_1041_0131,1.51,1.5720620176331699,1.4885672249185664,1.5860199443314125,1.5464740164475232,1.5303146212758683,1.5297450751638622
BAR_190627_1041_0132,2.55,2.0468558002917097,2.0555679473241466,2.243107606984185,2.0674441254227602,2.051211873807928,2.0512072483964543
BAR_190627_1041_0133,1.82,1.7570663387963705,1.7161198808150953,1.859160162638554,1.7694373982298441,1.736593109805733,1.7364724230230213
BAR_190627_1041_0134,1.95,1.6548133005700434,1.6600209078648955,1.7914873784771754,1.6343891183136763,1.6574171042174695,1.657415058927361
BAR_190627_1041_0135,2.05,1.9595235991254971,1.9690479994441745,2.125639277888698,1.9813720309541147,1.964285799284836,1.9642800265546938
BAR_190627_1041_0136,1.76,1.8525727853254206,1.8069436990010248,2.047092219816206,1.9180978520498098,1.8297582421632228,1.8296160038064126
BAR_190627_1041_0137,1.92,1.7998626066586274,1.7242551654482678,1.9926686465266397,1.893662332145745,1.7620588860534476,1.7616533134042924
BAR_190627_1041_0138,1.71,1.8026761765687511,1.7508860118778138,1.9852125457135295,1.8797024929748005,1.7767810942232825,1.776592384735341
BAR_190627_1041_0139,1.74,1.6564087427135308,1.5598742226627644,1.848178159958619,1.7254329694569193,1.6081414826881475,1.607416965181118
BAR_190627_1041_0140,2.09,2.0653323333787057,2.039823435761318,2.300734902220785,2.165349252592206,2.052577884570012,2.0525382569544206
BAR_190627_1041_0141,1.57,1.785846621711081,1.6892243769470163,2.066889034481287,1.940664903140135,1.7375354993290486,1.7368637387206962
BAR_190627_1041_0142,1.64,1.7671159189814574,1.683586077636506,2.01354753266028,1.9196224649027167,1.7253509983089816,1.724845430398626
BAR_190627_1041_0143,1.63,1.7632992639849157,1.692324234550289,2.0313036056580103,1.938743863671332,1.7278117492676022,1.7274472719033598
BAR_190627_1041_0144,1.42,1.5148881207845186,1.4384706495978385,1.6341538994109341,1.5391109632939592,1.4766793851911786,1.4761849813532704
BAR_190627_1041_0145,1.61,1.774408695659969,1.7172883162382289,2.021641757549237,1.871222957945359,1.745848505949099,1.7456148834403251
BAR_190627_1041_0146,1.9,1.7475560129473524,1.7116661364543555,1.953441569180862,1.8321419573461788,1.729611074700854,1.729517981669798
BAR_190627_1041_0147,1.83,1.6986058967802256,1.5924074556599837,1.8830307355681128,1.7862072119035037,1.6455066762201045,1.6446497178003723
BAR_190627_1041_0148,1.73,1.600137498093222,1.5325665497871275,1.7689986946364737,1.6592045954315289,1.5663520239401747,1.5659876131814503
BAR_190627_1041_0149,1.97,1.8327836939075408,1.8142149202002995,2.0692213751058066,1.9286569802370468,1.82349930705392,1.8234756710707383
BAR_190627_1041_0150,2.74,1.8617983708304369,1.84734224354166,2.074737709285691,1.9555737844922194,1.8545703071860484,1.8545562216854217
BAR_190627_1041_0151,1.83,1.872655696132949,1.8302645755025353,2.0743568202821274,1.9455325697513115,1.8514601358177423,1.8513388081994004
BAR_190627_1041_0152,1.87,1.8025825392534904,1.7170426241797816,1.9550595859860074,1.8630491368877697,1.759812581716636,1.7592927708316395
BAR_190627_1041_0153,1.79,1.7192595431742648,1.677462439245491,1.8702909903226124,1.7345987762532782,1.6983609912098778,1.6982324066479213
BAR_190627_1041_0154,1.97,1.6907125062344692,1.6082146429005413,1.8074965455659542,1.7206209464974203,1.6494635745675053,1.6489477279348022
BAR_190627_1041_0155,1.61,1.6343594653534188,1.5289504978492487,1.6909395520223554,1.6346375710944154,1.5816549816013339,1.5807766186962475
BAR_190627_1041_0156,2.16,1.9803113022365135,2.0020513916545046,2.083918878307533,1.8787713700939768,1.991181346945509,1.991151676430441
BAR_190627_1041_0157,1.63,1.862223769889047,1.8040561193957387,1.8986305159406072,1.8272350977593992,1.8331399446423928,1.832909214269091
BAR_190627_1041_0158,1.73,1.848918549688599,1.782111993895803,1.9562951671437354,1.8486440698751907,1.815515271792201,1.8152079558927912
BAR_190627_1041_0159,2.52,2.190654243052472,2.191898391908776,2.3799678480272126,2.2118792857103413,2.191276317480624,2.1912762291812617
BAR_190627_1041_0160,1.89,1.8706776905168057,1.8341199699912534,1.8583690912038768,1.8127538093846152,1.8523988302540295,1.852308643178558
BAR_190627_1041_0161,1.85,1.6915279950355728,1.6907918609412478,1.7976127525189913,1.6982187077401503,1.6911599279884104,1.6911598879350274
BAR_190627_1041_0162,1.39,1.539787578052417,1.4529745846930804,1.576351758406522,1.465148796729952,1.4963810813727487,1.4957513886793736
BAR_190627_1041_0163,1.86,1.6082860727381554,1.5720903064317082,1.7350829941012471,1.596981262364055,1.5901881895849317,1.5900852005225303
BAR_190627_1041_0164,2.04,1.651946115453598,1.6569834516470383,1.7097872447296363,1.5483589195638423,1.6544647835503181,1.6544628664068648
BAR_190627_1041_0165,2.78,1.7432658661139744,1.7031610003626643,1.8138071668116549,1.7232455832138465,1.7232134332383193,1.7230967577094338
BAR_190627_1041_0166,1.73,1.801362057339834,1.8108052195281132,1.8182355237977124,1.7165850933708406,1.8060836384339736,1.8060774666915236
BAR_190627_1041_0167,1.68,1.6826451504481468,1.6205362943353003,1.7534397276806208,1.6835026866810914,1.6515907223917234,1.6512987424413863
BAR_190627_1041_0168,1.77,1.9040054302772815,1.858481123237684,1.9945319752417154,1.9147034836357069,1.8812432767574827,1.881105566073412
BAR_190627_1041_0169,1.28,1.736388314258465,1.6491688692132684,1.7397800400001369,1.6199857966287499,1.6927785917358666,1.6922167570204376
BAR_190627_1041_0170,1.78,1.5656798669496381,1.48170954324862,1.5815086534591183,1.4754453307592428,1.5236947050991292,1.5231161480765374
BAR_190627_1041_0171,2.16,1.8295629234630948,1.8204231787477534,1.927757373841294,1.8448980816579583,1.824993051105424,1.8249873295038843
BAR_190627_1041_0172,1.95,1.7152138715638166,1.6440136532849434,1.8500924162622068,1.773086274355899,1.6796137624243799,1.6792364405153437
BAR_190627_1041_0173,1.73,1.5150392905383714,1.4324963422245922,1.6656129271567726,1.5597374984282903,1.4737678163814818,1.4731898187344217
BAR_190627_1041_0174,1.97,1.6621168591131066,1.601861734033274,1.7843041056391786,1.7248826334447913,1.6319892965731904,1.6317111858735478
BAR_190627_1041_0175,1.83,1.6467586708038096,1.6117272714186142,1.7559403425100837,1.7069272856935123,1.629242971111212,1.6291488143136488
BAR_190627_1041_0176,1.19,1.5747824512790722,1.5734135177415944,1.4659890119792591,1.3663668392512398,1.5740979845103333,1.574097835696605
BAR_190627_1041_0177,1.25,1.500577733155319,1.6015350903694792,1.2418425235705581,1.1170864219405825,1.551056411762399,1.5502347872097735
BAR_190627_1041_0178,1.47,1.5632922700549745,1.6229732932504932,1.3271857921176253,1.2392914419283767,1.5931327816527339,1.5928532901193886
BAR_190627_1041_0179,1.14,1.2880774625654152,1.2406225111985023,1.2859751835765216,1.1777013566780803,1.2643499868819588,1.2641273259549848
BAR_190627_1041_0180,0.89,1.2364156522243768,1.1808558535429114,1.2383295569073922,1.1532080222799999,1.208635752883644,1.2083164570348415
BAR_190627_1041_0181,1.75,1.68647711605198,1.7127772099518719,1.452416841465557,1.4896898431957322,1.699627163001926,1.6995762911617676
BAR_190627_1041_0182,1.77,1.5708631213339292,1.5984388714219229,1.4190724763217608,1.4316185159211003,1.584650996377926,1.5845910118460615
BAR_190627_1041_0183,1.53,1.619382609569721,1.6455441527615626,1.424719902329852,1.4362948540645348,1.6324633811656417,1.6324109728439145
BAR_190627_1041_0184,1.63,1.4923286514305933,1.4174839384068614,1.4899090851982633,1.4854249543501026,1.4549062949187275,1.454424935920461
BAR_190627_1041_0185,1.42,0.8494026366196077,0.9004764410139972,0.7630974133943157,0.7495803183400209,0.8749395388168024,0.8745667860210161
BAR_190627_1041_0186,1.36,1.586084767062876,1.6445638690048172,1.3735600277825164,1.2948541697047782,1.6153243180338466,1.6150596586784427
BAR_190627_1041_0187,1.4,1.2229450287256354,1.3658119424185342,0.9413862698793574,0.9113492474690474,1.2943784855720848,1.2924058670382343
BAR_190627_1041_0188,1.53,1.2306318516507768,1.3221801283419912,0.953685375139155,1.0363109983127674,1.276405989996384,1.2755849558368766
BAR_190627_1041_0189,1.57,1.0630577920148165,1.1104596404319445,0.8663522895405704,1.0481215917895907,1.0867587162233805,1.086500240901561
BAR_190627_1041_0190,1.68,1.0671953898614261,1.103486176278695,0.838117619644484,0.9553531804358406,1.0853407830700605,1.0851890895601726
BAR_190627_1041_0191,2.4,1.6025316796938376,1.6516390417791702,1.7480295122145262,1.559335048461521,1.627085360736504,1.626900085398699
BAR_190627_1041_0192,1.55,1.567663428792577,1.473419200919257,1.7221285068703618,1.598143626880073,1.520541314855917,1.5198109739575845
BAR_190627_1041_0193,3.13,1.9301653615155319,1.9901330333078542,2.279560281603802,2.01275371643814,1.9601491974116931,1.9599198569580993
BAR_190627_1041_0194,2.38,1.8857754163425857,1.8865244208487488,2.2262969114387836,1.9873738346503829,1.8861499185956672,1.8861498814162423
BAR_190627_1041_0195,2.76,1.8096933946170999,1.8282113158707893,2.1056590928007117,1.898856432034941,1.8189523552439446,1.8189287897813933
BAR_190627_1041_0196,2.21,1.7766139801899992,1.8419819522916527,2.0332702767574315,1.7726878105665986,1.809297966240826,1.809002732916404
BAR_190627_1041_0197,2.37,1.943580268104621,1.9734522904495562,2.2918852831065544,2.058381883015468,1.9585162792770885,1.9584593260427
BAR_190627_1041_0198,2.84,1.9465687884302563,1.9626339473235848,2.253901132896449,2.023182016239685,1.9546013678769205,1.9545848625664124
