Raster,Red,Green,Blue,NIR,FC,c_depth,CH,vol_cd,VOL_CH,BNDVI,GBNDVI,GNDVI,NDVI,NDVIf,EVI,EVI2,SAVI,OSAVI,TSAVIm,TSAVIg,MSR,SR,LAI
BAR_190627_1041_0001,0.035958032,0.053952838,0.005337808,0.342562354,0.439236111,1.429446716,1.972602844,2.26031262,3.119178247,0.969314138,0.704913755,0.727864963,0.810007421,0.524013676,0.504855709,0.536448587,0.523501207,0.569345803,-6.555358662,8.21080992,2.628062419,9.526726918,1.47
BAR_190627_1041_0002,0.035262433,0.053063373,0.00532004,0.340710547,0.383680556,1.474575806,1.9463166,2.036757832,2.688349804,0.969251041,0.707420213,0.73048813,0.812420388,0.496605739,0.504911358,0.535745912,0.523043726,0.569894613,-6.151677435,8.860521885,2.65279075,9.662139541,1.5
BAR_190627_1041_0003,0.03823891,0.053273831,0.005265874,0.329618079,0.274305556,1.550626068,1.988538877,1.531243242,1.963682141,0.968551049,0.6983716,0.721729137,0.792099043,0.434985501,0.479381617,0.512489304,0.503618406,0.552003999,-4.81528768,11.8601175,2.456779857,8.619965354,1.18
BAR_190627_1041_0004,0.039236578,0.05381156,0.005250764,0.324419165,0.307291667,1.559624329,2.024439039,1.725334414,2.239535687,0.968145328,0.691967798,0.715456432,0.784210319,0.448793796,0.468909046,0.50258214,0.49530601,0.544599368,-4.316467063,14.66573313,2.387438618,8.268283793,1.16
BAR_190627_1041_0005,0.038142615,0.049899689,0.005562225,0.285435156,0.130208333,1.447567902,1.946800609,0.678547454,0.912562785,0.961771308,0.674611968,0.702388884,0.76424453,0.360448507,0.419830369,0.448977114,0.450399252,0.511381119,-2.104399509,-8.420142581,2.225955345,7.48336626,1.19
BAR_190627_1041_0006,0.034181194,0.051337134,0.00575263,0.329463733,0.385416667,1.461279984,2.099311793,2.027525977,2.912795113,0.965678107,0.704621667,0.73037281,0.812007862,0.497336364,0.494973377,0.522994745,0.512854062,0.563898406,-4.587948366,14.60183833,2.648533003,9.638742793,1.65
BAR_190627_1041_0007,0.036350024,0.053008661,0.005969119,0.342775879,0.383680556,1.628565979,2.184989166,2.249456758,3.018016286,0.965768001,0.706398292,0.732133747,0.808242992,0.495002954,0.505283807,0.535703565,0.522836126,0.568375314,-6.63950009,8.064790374,2.610245305,9.429866539,1.38
BAR_190627_1041_0008,0.037450348,0.052581775,0.005514369,0.325884473,0.189236111,1.812314148,2.124875669,1.234639013,1.44757155,0.966720649,0.697400642,0.722132289,0.79385214,0.393454658,0.477783962,0.509325457,0.501139508,0.551146443,-4.380251155,14.91012347,2.472664547,8.70177424,1.17
BAR_190627_1041_0009,0.03752086,0.051604086,0.005279969,0.326419275,0.270833333,1.76049118,2.099124682,1.716478901,2.046646565,0.968164118,0.703190393,0.72697938,0.793807516,0.433739536,0.477693431,0.509891754,0.501594502,0.551395847,-4.436306167,14.4087362,2.472257988,8.699674591,1.14
BAR_190627_1041_0010,0.038278784,0.051864221,0.00521977,0.318965747,0.171875,1.652214661,2.085654197,1.022307821,1.290498534,0.967797636,0.69640191,0.720280314,0.785699817,0.383479656,0.46487047,0.497377434,0.491143926,0.542658155,-3.805506546,23.46408292,2.400271559,8.332703191,1.35
BAR_190627_1041_0011,0.035619087,0.050455064,0.005613923,0.315154297,0.309027778,1.591856232,2.098805833,1.770940058,2.334921489,0.964997013,0.697923112,0.72399468,0.796911118,0.453559339,0.47003952,0.498941892,0.492849003,0.54727834,-3.45525685,59.53867951,2.500816403,8.847904915,1.35
BAR_190627_1041_0012,0.035103935,0.051067641,0.005731551,0.337892676,0.336805556,1.565888748,2.132492874,1.898640107,2.585647609,0.966640586,0.712184635,0.737414649,0.811773436,0.472368136,0.502794382,0.532275812,0.520257588,0.568087553,-5.689542606,9.757434998,2.646119031,9.625492796,1.45
BAR_190627_1041_0013,0.034710727,0.049805856,0.005081651,0.340813574,0.378472222,1.553904724,2.000217005,2.117195187,2.725295669,0.970617398,0.722580959,0.74499038,0.81513459,0.494964133,0.506468937,0.537354636,0.524433497,0.571594691,-6.117934022,8.99680905,2.681121477,9.818681554,1.71
BAR_190627_1041_0014,0.035686612,0.05273941,0.005179437,0.339017358,0.383680556,1.698660278,2.139095306,2.346274509,2.954625392,0.96990421,0.708170498,0.730754312,0.809521037,0.495493314,0.500780062,0.532284253,0.52017155,0.567287253,-5.910728501,9.208016258,2.62312887,9.499847141,1.45
BAR_190627_1041_0015,0.036980164,0.050835251,0.005298801,0.33162998,0.272569444,1.513854065,2.027854443,1.485469301,1.989832172,0.968546462,0.710473137,0.734170603,0.799353522,0.436108512,0.486615909,0.518610028,0.508829799,0.557404772,-4.979612628,11.49298615,2.523702281,8.967780248,1.34
BAR_190627_1041_0016,0.033159207,0.047070874,0.004760159,0.316433447,0.467013889,1.572935486,2.117278156,2.644497786,3.5596739,0.970359564,0.718511906,0.741016152,0.810298033,0.538316269,0.478604842,0.507290627,0.500135398,0.55588368,-3.478302256,75.53735122,2.631018276,9.542853235,1.48
BAR_190627_1041_0017,0.03284272,0.049475163,0.004588582,0.337232434,0.503472222,1.434543839,2.034518392,2.600110707,3.687564586,0.973152136,0.723668422,0.744121069,0.822507836,0.563068181,0.507358677,0.537390359,0.524764521,0.574238788,-5.427970368,10.89322285,2.760993913,10.26810306,1.61
BAR_190627_1041_0018,0.033151178,0.05093978,0.004629486,0.33978374,0.519097222,1.340085602,1.991264849,2.504284968,3.721176186,0.973116677,0.718887855,0.739254091,0.822214674,0.571080187,0.509705365,0.540094592,0.526899353,0.575365869,-5.8178722,9.820158296,2.757733312,10.24952237,1.72
BAR_190627_1041_0019,0.032596878,0.050319019,0.004439743,0.334524609,0.505208333,1.476771545,2.038272524,2.685878248,3.707108153,0.973804069,0.718668887,0.738496288,0.822419122,0.563930494,0.504286073,0.534288109,0.522293131,0.572785854,-5.066487595,12.30566892,2.760006455,10.26247387,1.67
BAR_190627_1041_0020,0.035891812,0.05125545,0.005110676,0.324575317,0.460069444,1.455371399,1.916022787,2.410458879,3.173412741,0.968996706,0.704069341,0.727241861,0.800859445,0.530430127,0.480627749,0.511590521,0.503244393,0.554662319,-4.191717729,17.82085427,2.537998978,9.043157703,1.65
BAR_190627_1041_0021,0.034848592,0.051137965,0.005001155,0.324673279,0.524305556,1.186296768,1.994484738,2.23913515,3.764589943,0.969660039,0.70516128,0.727852925,0.806139239,0.565371615,0.484249778,0.514490254,0.505789376,0.557868116,-4.159456373,19.00208425,2.589286476,9.316682935,1.36
BAR_190627_1041_0022,0.033571155,0.04978017,0.00482917,0.325107104,0.498263889,1.463839111,1.956414227,2.625761406,3.509318021,0.970726651,0.712367792,0.73442593,0.812806302,0.555512863,0.489050803,0.51849708,0.509275645,0.562074744,-4.148330073,20.15037771,2.656785235,9.684120388,1.39
BAR_190627_1041_0023,0.035627228,0.049618616,0.005058751,0.309923157,0.371527778,1.388203125,1.960666262,1.85672168,2.622391125,0.967879102,0.70006973,0.723989703,0.79379431,0.483458303,0.461545831,0.491418816,0.486598908,0.542568926,-3.133926882,-171.9919933,2.472137693,8.699053393,1.2
BAR_190627_1041_0024,0.033291888,0.048227567,0.004814903,0.312247021,0.532986111,1.342444,1.957120478,2.575814425,3.755224917,0.969627995,0.709586665,0.732421823,0.807304547,0.570386278,0.472521292,0.500943906,0.494871016,0.551797552,-3.221433905,-246.3193482,2.600858126,9.379072087,1.93
BAR_190627_1041_0025,0.037098837,0.053261951,0.005206538,0.332931177,0.425347222,1.399046021,1.919390702,2.142289219,2.939067013,0.969204632,0.701233836,0.72416935,0.79948201,0.512453286,0.487697302,0.520110613,0.510038162,0.558142618,-5.148113607,10.84129992,2.524916513,8.974167418,1.54
BAR_190627_1041_0026,0.035379315,0.04890477,0.005191022,0.317023755,0.449652778,1.409357452,1.95894212,2.281397376,3.171037557,0.967779121,0.70847242,0.732708622,0.799211084,0.524471651,0.472441424,0.502242647,0.495618416,0.549654083,-3.576095793,42.08878947,2.522357434,8.960709195,1.37
BAR_190627_1041_0027,0.035689458,0.052094879,0.00517991,0.32554834,0.472222222,1.33204895,1.920476438,2.264483215,3.264809944,0.968675732,0.700776756,0.724105311,0.802404632,0.537246632,0.482829117,0.513496064,0.5048412,0.556097205,-4.272471178,16.90702492,2.55281913,9.121694775,1.58
BAR_190627_1041_0028,0.034992542,0.049479037,0.0052767,0.324631592,0.442708333,1.30348053,1.906820683,2.077422094,3.038995464,0.968011111,0.711346515,0.73548446,0.805393808,0.523742051,0.484342482,0.514049828,0.50540528,0.557401075,-4.16136244,18.86974256,2.581932935,9.2771653,1.39
BAR_190627_1041_0029,0.03654881,0.052743115,0.005063344,0.323704224,0.432291667,1.442868958,1.965221028,2.245464815,3.058375225,0.969198033,0.696960208,0.719784895,0.797093673,0.514889453,0.476995375,0.508628076,0.500705146,0.551953368,-4.13966398,18.1313463,2.502514289,8.856765112,1.34
BAR_190627_1041_0030,0.037905176,0.053410861,0.00543028,0.310642456,0.34375,1.25822876,1.87241045,1.55705809,2.317107932,0.96563905,0.681495247,0.706576709,0.782496438,0.46585815,0.455367706,0.486469722,0.482124874,0.536306264,-3.222507164,173.628618,2.372816643,8.195251695,1.29
BAR_190627_1041_0031,0.037263701,0.054833832,0.005111926,0.338392944,0.458333333,1.480199356,2.089521537,2.442328938,3.447710536,0.970236658,0.69902117,0.721108352,0.801607658,0.52990351,0.494096527,0.52725136,0.515834451,0.562168408,-5.947312612,8.89696687,2.545155977,9.081034263,1.55
BAR_190627_1041_0032,0.035771919,0.05264426,0.005155867,0.350790027,0.506944444,1.40305275,2.067776892,2.560571268,3.773692828,0.971030051,0.717075283,0.739019407,0.814922707,0.561037206,0.515830332,0.548184532,0.532988319,0.576363045,-8.503599362,6.752873869,2.678889795,9.80629595,1.59
BAR_190627_1041_0033,0.035452286,0.049268225,0.0051423,0.338416724,0.253472222,1.709861755,2.22432096,1.560248852,2.029692876,0.970064533,0.722979884,0.745833697,0.81034916,0.429359336,0.500746746,0.532075812,0.520039791,0.56748834,-5.796911903,9.467360145,2.631538932,9.54569547,1.34
BAR_190627_1041_0034,0.035416928,0.05189762,0.005100631,0.352765723,0.414930556,1.828610687,2.34105442,2.731487214,3.496950041,0.971494216,0.721799602,0.743502244,0.817524415,0.514736693,0.519558258,0.551808704,0.535951914,0.578910686,-9.063174474,6.536597647,2.706533129,9.96037041,1.37
BAR_190627_1041_0035,0.035022995,0.052050372,0.004964327,0.35300249,0.414930556,1.863360138,2.289759583,2.783394206,3.420328378,0.97226376,0.721891176,0.74299467,0.819480955,0.515548521,0.520967669,0.553178032,0.537112111,0.580227569,-9.059166546,6.568294456,2.727673279,10.07916343,1.44
BAR_190627_1041_0036,0.035009465,0.050452524,0.005381246,0.328459058,0.399305556,1.627082062,2.19372699,2.338930464,3.153482548,0.967761557,0.709420704,0.733697642,0.807359026,0.502591278,0.489684475,0.519386512,0.509774679,0.560586893,-4.5247667,14.75710121,2.601401407,9.382007333,1.46
BAR_190627_1041_0037,0.034681955,0.051044022,0.005364748,0.323362256,0.348958333,1.521629333,1.989775419,1.91154685,2.49965537,0.967360467,0.702932737,0.727333516,0.806269986,0.476667131,0.48396718,0.513082107,0.504659837,0.557250317,-4.040100362,21.33558164,2.590580167,9.323645575,1.77
BAR_190627_1041_0038,0.032381317,0.048266473,0.0049587,0.331417212,0.276041667,1.823276825,2.282468901,1.811881345,2.26820347,0.970516915,0.723248528,0.745754294,0.821982144,0.444088821,0.502238677,0.530531944,0.519280627,0.570898691,-4.70330276,14.45816099,2.755152216,10.23482802,1.57
BAR_190627_1041_0039,0.034217035,0.051131255,0.00512432,0.340546741,0.440972222,1.72292305,2.276703501,2.735140342,3.614266807,0.970351465,0.716455411,0.738911784,0.817394118,0.528156434,0.508037586,0.538301604,0.525278448,0.572831818,-6.029087941,9.225325651,2.705136128,9.952549705,1.76
BAR_190627_1041_0040,0.036018842,0.050583032,0.005163868,0.336648511,0.491319444,1.714954376,2.216853061,3.033325553,3.921058851,0.969785366,0.715863649,0.73874529,0.806697091,0.548950133,0.496405558,0.528126965,0.516742723,0.564385386,-5.577671528,9.849096248,2.594814372,9.346455806,1.82
BAR_190627_1041_0041,0.033427866,0.054067749,0.005641694,0.36745083,0.453125,1.550379944,2.137648821,2.529057283,3.487039639,0.969757131,0.72043541,0.743462084,0.833227029,0.541618497,0.547325491,0.576825496,0.556161944,0.595535126,-17.11093758,5.284458007,2.885463029,10.99235095,2.04
BAR_190627_1041_0042,0.035923204,0.052278149,0.005617073,0.344229639,0.392361111,1.610286713,2.100352883,2.274529982,2.966748448,0.967888376,0.712053503,0.736307074,0.811006522,0.500499087,0.507871216,0.538829462,0.525431072,0.570776288,-6.883516892,7.857467747,2.638249929,9.582375734,1.76
BAR_190627_1041_0043,0.03535925,0.053225909,0.005328744,0.352422375,0.454861111,1.395817261,1.902103751,2.285650764,3.114694892,0.97020977,0.715046587,0.737576066,0.817633185,0.535451206,0.519907794,0.551496779,0.535711345,0.578812999,-8.936680879,6.592375137,2.707700354,9.966907576,1.74
BAR_190627_1041_0044,0.035148834,0.05471723,0.005319678,0.340456323,0.446180556,1.750463562,2.24735219,2.811682096,3.609809455,0.969230493,0.700185152,0.723072408,0.812841578,0.52881994,0.504990469,0.535697275,0.52302254,0.57002343,-6.09821818,8.963717111,2.657150915,9.686134141,1.45
BAR_190627_1041_0045,0.03341552,0.052654282,0.005009293,0.353771765,0.482638889,1.498067856,2.062747607,2.6028929,3.584023968,0.972076044,0.719695567,0.740891205,0.827393507,0.554540616,0.528049816,0.558513194,0.541638024,0.585459959,-8.978197785,6.726684807,2.816427276,10.58704962,1.39
BAR_190627_1041_0046,0.043439258,0.049274054,0.006748489,0.268238086,0.182291667,1.620496216,1.850830569,1.063450642,1.214607561,0.950917681,0.654459788,0.689624126,0.721254954,0.376791268,0.380174722,0.409471928,0.415433848,0.476594501,-1.635768474,-4.825504815,1.93196933,6.1750154,1.2
BAR_190627_1041_0047,0.03952843,0.045136609,0.00670545,0.231376025,0.095486111,1.526343231,1.879222064,0.524680486,0.645982585,0.943670967,0.633907144,0.673529501,0.708174381,0.338974984,0.33817525,0.361636995,0.373290608,0.445220728,-0.974004514,-1.878721486,1.853930726,5.853407898,1.11
BAR_190627_1041_0048,0.040554117,0.047694757,0.006757243,0.278549719,0.104166667,1.58659523,1.882211318,0.594973211,0.705829244,0.952631767,0.672962647,0.707613397,0.74582495,0.346440099,0.404425632,0.43244264,0.435834125,0.496751611,-1.903507894,-6.641994782,2.092114483,6.868592909,1.15
BAR_190627_1041_0049,0.035414362,0.046098471,0.005944966,0.285818823,0.223958333,1.459473877,2.112024441,1.176700813,1.702819705,0.959248088,0.691925123,0.722229171,0.779509943,0.407390248,0.430627717,0.456671349,0.457369112,0.52033914,-2.101097983,-7.941460986,2.347697581,8.070703821,1.54
BAR_190627_1041_0050,0.038781479,0.048088733,0.006416205,0.302607104,0.300347222,1.643911133,1.894673262,1.777478912,2.048615464,0.958474299,0.694746011,0.725752474,0.772801548,0.442004632,0.443501479,0.472574523,0.470339682,0.526189934,-2.799732294,-35.9616296,2.292874565,7.802876868,1.16
BAR_190627_1041_0051,0.041318427,0.048995471,0.006096519,0.286607227,0.236111111,1.57168541,1.861164337,1.335932598,1.581989687,0.958343419,0.677541023,0.708015034,0.748001255,0.405778074,0.411891802,0.442513085,0.444403672,0.502717573,-2.163666693,-9.903703435,2.107260058,6.936547462,1.1
BAR_190627_1041_0052,0.043216437,0.046744232,0.006414027,0.252959058,0.098958333,1.472936401,1.926101794,0.524733593,0.686173764,0.950542074,0.652693549,0.688063269,0.708170071,0.34039183,0.358129745,0.386500228,0.395156512,0.459784937,-1.308397125,-3.100414553,1.85390575,5.853306671,1.24
BAR_190627_1041_0053,0.038897958,0.046261549,0.005963659,0.279747156,0.208333333,1.407107773,1.985986603,1.05533083,1.489489953,0.958253879,0.68536412,0.716194392,0.755854042,0.394969592,0.410051712,0.438512857,0.441306972,0.503189504,-1.931896172,-6.710513411,2.163356874,7.191821048,1.24
BAR_190627_1041_0054,0.038265245,0.047353934,0.005853159,0.274133521,0.288194444,1.368592453,1.941538578,1.41991467,2.014346275,0.95818973,0.674912975,0.705407268,0.755023071,0.431135121,0.403932091,0.431686378,0.435503386,0.499299094,-1.774296752,-5.391115974,2.157310353,7.164034102,1.25
BAR_190627_1041_0055,0.041405196,0.047377051,0.006143065,0.26528147,0.184027778,1.606734848,1.938322949,1.064461837,1.284138954,0.954734637,0.664241847,0.696940607,0.729983724,0.379128949,0.381354294,0.410133785,0.416288536,0.479714315,-1.563428614,-4.26745465,1.98670417,6.406960908,0.98
BAR_190627_1041_0056,0.04123568,0.046289209,0.006092934,0.249449866,0.177083333,1.528299789,1.849245205,0.974291116,1.178893818,0.95231379,0.652905316,0.686959128,0.716286687,0.373717434,0.358701298,0.386034918,0.395000618,0.461994373,-1.246946031,-2.800523922,1.901787633,6.049369575,1.03
BAR_190627_1041_0057,0.040475555,0.044412241,0.005922579,0.241077563,0.147569444,1.40830658,1.813287401,0.74816287,0.963308932,0.952043924,0.654545775,0.688869865,0.712483701,0.360869991,0.348385547,0.374755596,0.385006476,0.454310024,-1.110814909,-2.306302715,1.879138092,5.956127371,0.9
BAR_190627_1041_0058,0.038336783,0.040689705,0.006193538,0.235613489,0.045138889,1.151786804,1.727199525,0.187165356,0.280669923,0.948772889,0.668079398,0.705470615,0.720118673,0.31896369,0.347518174,0.371485145,0.382343763,0.454606712,-1.035078079,-2.03903775,1.925006089,6.145885787,0.9
BAR_190627_1041_0059,0.041066116,0.045475967,0.005955391,0.247254858,0.105902778,1.344387817,1.805479407,0.512547855,0.688339024,0.952960904,0.655616127,0.689298404,0.715136116,0.343964068,0.355746577,0.383018777,0.392331453,0.459913218,-1.20939698,-2.6569838,1.894894406,6.020897043,1.05
BAR_190627_1041_0060,0.043184177,0.049696426,0.005996053,0.291437622,0.192708333,1.33466568,1.887034559,0.925924315,1.309130225,0.959681412,0.679126189,0.708639893,0.741892627,0.385156392,0.412224388,0.444873248,0.446166358,0.501905589,-2.357428761,-14.77667675,2.065170193,6.748713181,0.91
BAR_190627_1041_0061,0.035742123,0.050438025,0.005550089,0.336791675,0.404513889,1.652451172,1.957723041,2.406382019,2.850934178,0.967575742,0.714913469,0.739492994,0.808113392,0.505538924,0.498552286,0.529058262,0.51754365,0.565315389,-5.577397943,9.901209977,2.608945273,9.422822223,2.07
BAR_190627_1041_0062,0.035486041,0.051926288,0.005404854,0.347271436,0.508680556,1.294420776,2.081264629,2.370408047,3.811315853,0.969349489,0.716605157,0.739846774,0.814576888,0.561755257,0.512922601,0.544151664,0.529792274,0.574446982,-7.507422966,7.370917186,2.675254779,9.786141909,1.74
BAR_190627_1041_0063,0.035077281,0.051626712,0.005312169,0.361273792,0.565972222,1.369636536,2.034577429,2.790634441,4.145451512,0.971018151,0.727703701,0.749931465,0.822998934,0.596002869,0.532341076,0.564174512,0.545874022,0.586314157,-12.92795709,5.631883413,2.766472322,10.29936698,2.29
BAR_190627_1041_0064,0.034654135,0.052381305,0.005298376,0.361138623,0.5625,1.353737106,2.080980654,2.74131764,4.213985824,0.971081655,0.724559886,0.746656442,0.824887472,0.595249203,0.533706629,0.565122474,0.546696462,0.58742127,-12.65926433,5.69544386,2.787732496,10.42122741,1.78
BAR_190627_1041_0065,0.035668207,0.050826852,0.005609666,0.341500488,0.446180556,1.051566467,1.997807541,1.689078638,3.208978363,0.967677889,0.716354509,0.74089569,0.810863376,0.527937305,0.505194856,0.535756753,0.522987682,0.569341222,-6.328862946,8.540541374,2.636785896,9.574366615,1.96
BAR_190627_1041_0066,0.03719521,0.049439839,0.005329385,0.321734363,0.361111111,1.456356659,1.905103508,1.893263657,2.476634561,0.967410724,0.709063996,0.733603042,0.792743685,0.47793522,0.472676741,0.50414347,0.496907712,0.548319401,-3.993626301,20.09827468,2.46260016,8.649886921,1.85
BAR_190627_1041_0067,0.035253661,0.051710754,0.005161601,0.352708813,0.46875,1.409382629,2.011015246,2.378333187,3.393588227,0.971153796,0.722290183,0.744271749,0.818262523,0.542935558,0.520241311,0.552165981,0.536264474,0.579337396,-9.009535706,6.570625087,2.714472282,10.00488482,1.51
BAR_190627_1041_0068,0.036681177,0.051035333,0.005316111,0.349199463,0.501736111,1.492980042,1.981442175,2.6966952,3.578979928,0.970009156,0.722099283,0.744973032,0.809883301,0.555826864,0.510845886,0.543610546,0.529165452,0.572502968,-8.201619228,6.828644347,2.626801824,9.519854426,1.59
BAR_190627_1041_0069,0.036135368,0.050698213,0.005182056,0.346499951,0.506944444,1.345744095,2.004203413,2.455982973,3.657671228,0.970529879,0.722251413,0.744720808,0.811123718,0.559111329,0.508979051,0.541374555,0.527450991,0.571957946,-7.414989029,7.375049084,2.639449671,9.588941998,1.92
BAR_190627_1041_0070,0.034283383,0.049599756,0.005056146,0.339047314,0.505208333,1.418056488,2.050223041,2.579090238,3.728843155,0.970612642,0.722349732,0.744756826,0.816337722,0.56085812,0.505638717,0.536055106,0.52345108,0.571435195,-5.797857554,9.665432669,2.69385912,9.889552402,1.61
BAR_190627_1041_0071,0.035261563,0.05254436,0.005383121,0.352159937,0.390625,1.54901947,1.936964316,2.17830863,2.72385607,0.969888264,0.717487156,0.740332086,0.817967959,0.502331234,0.52006621,0.551400837,0.535650264,0.578892816,-8.831362623,6.6446153,2.711298732,9.987076733,1.2
BAR_190627_1041_0072,0.036202115,0.052162604,0.005459819,0.338248071,0.460069444,1.429625549,2.062414865,2.367817316,3.415874621,0.968229886,0.708882455,0.732780853,0.806638553,0.533088918,0.498586234,0.529855679,0.518118632,0.565152683,-5.832992674,9.271330823,2.5942333,9.343323519,1.61
BAR_190627_1041_0073,0.033131711,0.051132538,0.005104482,0.362204492,0.616319444,1.415877075,2.079455709,3.141477261,4.613792355,0.972206062,0.731207264,0.752586707,0.832387165,0.628120562,0.540274467,0.570625095,0.55131153,0.592564972,-12.67385905,5.778255637,2.875323657,10.93226046,1.71
BAR_190627_1041_0074,0.032943663,0.05155994,0.004963954,0.368102698,0.579861111,1.364399643,1.957932389,2.848184255,4.087183862,0.973388381,0.733771297,0.754279104,0.835711448,0.610638235,0.548170356,0.578991439,0.557949706,0.597382067,-17.44233235,5.283001344,2.915866911,11.17370274,1.84
BAR_190627_1041_0075,0.03437486,0.053303162,0.004988679,0.356151416,0.522569444,1.655708313,2.013479233,3.114801264,3.787857807,0.97237261,0.718698086,0.739638219,0.823956226,0.573803514,0.527507574,0.559163652,0.541999543,0.584489007,-10.06859749,6.26716314,2.777210529,10.36081078,1.21
BAR_190627_1041_0076,0.044671709,0.050059613,0.006353621,0.296325903,0.145833333,1.061467972,1.63004342,0.557270685,0.855772795,0.958017504,0.680141907,0.710960126,0.737994009,0.363874126,0.414804396,0.448249698,0.448849422,0.502306176,-2.580851166,-27.46507045,2.038976511,6.633413229,1.11
BAR_190627_1041_0077,0.046946753,0.056051993,0.006824014,0.324970251,0.197916667,1.143723679,1.672883878,0.814903121,1.191929763,0.95886599,0.675768397,0.705780995,0.747541777,0.388575977,0.446847866,0.483471215,0.478296955,0.522682103,-4.762471801,9.872276552,2.104048307,6.922102833,1.1
BAR_190627_1041_0078,0.044020886,0.054704578,0.006214309,0.31184375,0.161458333,1.03848175,1.483568416,0.603617517,0.862324142,0.96092343,0.673149181,0.701515061,0.752597579,0.373075651,0.43780169,0.47235277,0.469389993,0.519172754,-3.445197143,28.83916221,2.139813103,7.083995274,1.24
BAR_190627_1041_0079,0.046023537,0.054559323,0.006791258,0.327081982,0.184027778,1.09928093,1.629229587,0.728273616,1.079364602,0.959318346,0.684112061,0.714080618,0.753294796,0.383418834,0.452651677,0.488784216,0.482859929,0.527209784,-4.96846435,9.462801335,2.144819795,7.106841542,1.1
BAR_190627_1041_0080,0.039299622,0.053537939,0.005943908,0.306240161,0.279513889,1.156336975,1.719119167,1.163564081,1.729863662,0.961920492,0.674715516,0.702383556,0.772532,0.432079257,0.445655965,0.476489193,0.47355644,0.528030728,-2.996582589,-112.7255049,2.290716382,7.792445545,1.34
BAR_190627_1041_0081,0.041700056,0.050562321,0.00666562,0.283147998,0.163194444,1.081216965,1.565044898,0.635214967,0.919463877,0.95400064,0.663736856,0.696968787,0.743264238,0.372338261,0.406928464,0.436384888,0.439077125,0.497986822,-2.049935487,-8.383134967,2.074507698,6.790110664,0.93
BAR_190627_1041_0082,0.044438367,0.057281201,0.006432192,0.336696924,0.248263889,1.237068481,1.681811984,1.105629955,1.50311946,0.962508619,0.681759482,0.709216337,0.766810538,0.4158922,0.469843174,0.506216023,0.497526135,0.540084083,-6.342556218,7.420847927,2.24568382,7.576716897,1.01
BAR_190627_1041_0083,0.036260849,0.049375101,0.005397418,0.334560303,0.407986111,1.333261566,1.838830307,1.958227925,2.700782013,0.968246533,0.718633951,0.74279475,0.804429446,0.505800208,0.493335904,0.524589055,0.513824428,0.561958492,-5.305049868,10.5285886,2.572475366,9.226488402,1.64
BAR_190627_1041_0084,0.037453931,0.050533844,0.005298189,0.342829443,0.407986111,1.24933075,1.814177842,1.834954538,2.664573706,0.969561801,0.719902542,0.743067817,0.803020941,0.505225557,0.499692684,0.53286014,0.520358878,0.565213603,-6.775928968,7.789262898,2.558773468,9.15336354,1.53
BAR_190627_1041_0085,0.043775244,0.054311224,0.006200294,0.305403638,0.223958333,1.311964417,1.791497574,1.057771311,1.444394919,0.960204004,0.669259293,0.698031802,0.749267516,0.400617204,0.429870684,0.463727454,0.462143606,0.513824125,-3.031650005,224.1540121,2.116150743,6.976628999,1.02
BAR_190627_1041_0086,0.040870294,0.052564404,0.005928751,0.322123828,0.248263889,1.211680908,1.81901762,1.082939812,1.625746998,0.963854873,0.69264033,0.719423244,0.77481567,0.417879585,0.461713236,0.495090571,0.488856517,0.537775707,-4.168267284,15.28482884,2.309108339,7.881612661,1.24
BAR_190627_1041_0087,0.035416136,0.051390268,0.004886652,0.357757251,0.489583333,1.353381958,1.89962582,2.385335701,3.348090508,0.97304986,0.728153259,0.748793452,0.819844693,0.554507298,0.525463349,0.558550995,0.541341333,0.582712622,-11.0860098,5.940300896,2.731637444,10.10153251,1.54
BAR_190627_1041_0088,0.038806813,0.052653757,0.00522358,0.330478613,0.34375,1.226948853,1.800473993,1.518349205,2.228086566,0.968879678,0.701936654,0.725140652,0.789827541,0.468378217,0.478419461,0.512202751,0.503295796,0.551067129,-4.949242674,11.1454577,2.436460464,8.515994675,1.38
BAR_190627_1041_0089,0.040721504,0.053757437,0.005969058,0.33082395,0.309027778,1.001445465,1.694752064,1.11410808,1.885411671,0.964553551,0.694141969,0.720436615,0.780799341,0.448580352,0.473904342,0.50768492,0.499289701,0.545771662,-5.110913985,10.1555541,2.358487117,8.124060164,1.29
BAR_190627_1041_0090,0.041908597,0.052680762,0.005822727,0.312900659,0.302083333,0.979187927,1.658890693,1.064866871,1.804043629,0.963462192,0.684960499,0.71179738,0.7637683,0.440096674,0.445510798,0.47929899,0.475530758,0.526393143,-3.463377303,32.30377115,2.222324836,7.466264277,1.04
BAR_190627_1041_0091,0.036460275,0.054505701,0.004414327,0.359186694,0.588541667,1.126335907,1.869076266,2.386424203,3.960105339,0.975718842,0.718157951,0.736491648,0.815692888,0.603506751,0.522264817,0.557697428,0.540491561,0.580811984,-12.22536647,5.663071241,2.687018309,9.851453169,1.41
BAR_190627_1041_0092,0.033865952,0.05595069,0.003916519,0.377198926,0.618055556,1.215659332,2.154624903,2.704842014,4.79404041,0.979447071,0.726049656,0.741656519,0.835228192,0.630800758,0.553398426,0.588512752,0.565271996,0.601215357,-44.39884654,4.59873739,2.909904184,11.13799875,2.46
