Raster,Red,Green,Blue,NIR,FC,c_depth,CH,AVI,BAI,BCC,BITM,BIXS,BNDVI,CIG,CVI,DSWI4,DVI,EVI,EVI2,ExG,ExGR,ExR,FCVI,GARI,GBNDVI,GCC,GEMI,GLI,GNDVI,GOSAVI,GRNDVI,GRVI,IKAW,IPVI,MCARI1,MCARI2,MGRVI,MRBVI,MSAVI,MSR,MTVI1,MTVI2,NDDI,NDGlaI,NDSII,NDTI,NDVI,NDWI,NDYI,NGRDI,NIRv,NLI,NormG,NormNIR,NormR,OSAVI,PISI,RCC,RDVI,RGBVI,RGRI,RI,RI4XS,SAVI,SI,SR,SR2,TDVI,TGI,TVI,TriVI,VARI,VIG,VgNIRBI,VrNIRBI,NDVIf,TSAVIm,TSAVIg,LAI,ACF_apc_sc
BAR_190627_1041_0001,0.0359580322265625,0.053952838134765625,0.0053378082275390626,0.342562353515625,0.4392361111111111,1.429446716308604,1.9726028442382808,0.4660916062852249,11.912865878459549,0.05604075884957163,0.037560533458568406,0.04584696731738495,0.9693141377066696,5.349292555471477,4.231622917690436,1.5004391173249523,0.30660432128906245,0.5048557086160465,0.5364485872306934,0.06660983581542969,0.07381723205566407,-0.007207396240234372,0.3108127939860026,0.8081618331769181,0.7049137551277939,0.5664418544602436,0.7728948774502963,0.44644208234700206,0.7278649632050611,0.5186013242962237,0.5842014469459526,6.349292555471477,0.7414844609605757,0.9050037102861516,0.4695821198730469,0.528744043195406,0.38486475945747256,0.9568781015806734,0.5315918131365335,2.6280624186698662,0.46958211987304677,0.5287440431954059,18.722015789007326,0.200140492866844,-0.7278649632050611,-0.200140492866844,0.810007420572303,-0.7278649632050611,0.8199443401267189,0.200140492866844,0.2774780483563688,0.530901620517092,0.12475417009890127,0.7921007234729762,0.08314510642812245,0.5693458026969603,-0.11708677724121093,0.3775173866901848,0.49834904978706956,0.8762831985794937,0.6664715605274563,-0.200140492866844,152.5930148415505,0.523501206571385,0.9680432907070359,9.526726917569514,6.349292555471477,0.5689981775222873,3.546720001220703,1.1445555559134308,19.116051513671874,0.21277231135058722,0.200140492866844,-0.7278649632050611,-0.810007420572303,0.5240136760499872,-6.555358661529178,8.210809920416539,1.47,0.82
BAR_190627_1041_0002,0.03526243286132812,0.053063372802734377,0.005320040130615235,0.340710546875,0.3836805555555556,1.4745758056640597,1.9463165998458862,0.46477640454478875,12.049736919334453,0.056810209630437154,0.0369118929862856,0.0450508640566507,0.969251041206199,5.420823420735198,4.266857586113541,1.5048131537438054,0.3054481140136719,0.5049113580690595,0.5357459121152705,0.06554427261352538,0.0727664826965332,-0.007222210083007816,0.30949526494344076,0.8114396953770959,0.7074202127168945,0.5666388332812748,0.771389356155582,0.44676314985622556,0.7304881296041059,0.5194306987943027,0.5882595722187868,6.420823420735198,0.7378158727945734,0.9062101939185687,0.4676147504882813,0.5288020401809657,0.3873417379505626,0.9554896716010167,0.5310365318212377,2.6527907504577795,0.46761475048828127,0.5288020401809657,18.831514603843935,0.20153724959056893,-0.7304881296041059,-0.20153724959056893,0.8124203878371373,-0.7304881296041059,0.817755082708557,0.20153724959056893,0.2768001946323907,0.5340159988062881,0.1236803652853708,0.7941297861093933,0.0821898486052358,0.5698946132768429,-0.11603932175781252,0.3765509570882879,0.4981488484891935,0.8750731758875663,0.664534329403031,-0.20153724959056893,156.83577717039105,0.5230437257989622,0.968585190784013,9.662139541388623,6.420823420735198,0.567705099324129,3.4876328582763674,1.14560917761562,19.038924438476563,0.21445425901449394,0.20153724959056893,-0.7304881296041059,-0.8124203878371373,0.4966057390833461,-6.1516774350527585,8.860521884749659,1.5,0.78
BAR_190627_1041_0003,0.038238909912109376,0.05327383117675781,0.005265874481201172,0.3296180786132813,0.2743055555555556,1.5506260681152355,1.9885388767719274,0.4520421259773998,13.070470390924052,0.05441155001218884,0.03798264846640667,0.04636979253520609,0.9685510492064963,5.187241865891679,4.4410807161450006,1.3931838355017339,0.2913791687011719,0.4793816170768878,0.5124893043340463,0.06304287796020508,0.0666061262512207,-0.0035632482910156194,0.2973585400899252,0.7868012086150394,0.6983716002611347,0.5504711021432953,0.7530874311415245,0.4201389535924947,0.7217291365285267,0.5090225926251108,0.5653951845481598,6.187241865891679,0.7579174541542666,0.8960495216758129,0.44304048010253916,0.4947222785166161,0.3199502256820778,0.962777875838891,0.5047984071651856,2.456779857292188,0.4430404801025391,0.4947222785166161,21.51243689558553,0.16429320208044212,-0.7217291365285267,-0.16429320208044212,0.7920990433516257,-0.7217291365285267,0.820092211875164,0.16429320208044212,0.26109016474098107,0.4793424452217985,0.12650185805550063,0.78269759227408,0.09080054967041941,0.5520039992558632,-0.10972216370971681,0.39511734784451585,0.48041769407546825,0.867502028858445,0.7177803635942024,-0.16429320208044212,181.53287509542648,0.5036184058325074,0.9675339223795061,8.619965353899874,6.187241865891679,0.5434199164594116,3.4066996459960937,1.1367053458797605,18.08414697265625,0.17432426076464627,0.16429320208044212,-0.7217291365285267,-0.7920990433516257,0.4349855014749251,-4.815287680123087,11.86011750241941,1.18,0.84
BAR_190627_1041_0004,0.03923657836914062,0.05381156005859375,0.005250763702392578,0.3244191650390625,0.3072916666666667,1.5596243286132818,2.0244390392303466,0.4462881156990867,13.585168254313968,0.05341630057517507,0.0385692606338075,0.047091363741440725,0.9681453281320632,5.028800590167102,4.395886433518027,1.3714641361520015,0.28518258666992186,0.4689090458634661,0.5025821399979997,0.06313577804565429,0.06593978622436522,-0.0028040081787109386,0.29165286432902016,0.7768447216876139,0.6919677977375224,0.5474278846711698,0.7448898848878626,0.41506532251097145,0.7154564318131479,0.502772495812776,0.5542255038656702,6.028800590167102,0.7639434743505404,0.8921051596726808,0.43339989624023423,0.4821388157192973,0.30577584559541693,0.9648128666461683,0.49381095832927563,2.3874386180037126,0.4333998962402344,0.4821388157192975,21.812101176909586,0.1566391540522087,-0.7154564318131479,-0.1566391540522087,0.7842103193453617,-0.7154564318131479,0.8221958308433175,0.1566391540522087,0.2544128570170388,0.45687443492040963,0.12890005902671522,0.7771127519328351,0.09398718904044971,0.5445993675421501,-0.10675296552490234,0.399155814753655,0.47290921683147147,0.8671556867888959,0.7291477579616187,-0.1566391540522087,183.6030636236376,0.49530600968017574,0.9670209971125042,8.268283793426201,6.028800590167102,0.5328537999530794,3.4237721405029298,1.1332300381411364,17.69395446777344,0.16600703306959144,0.1566391540522087,-0.7154564318131479,-0.7842103193453617,0.44879379604883507,-4.316467062882625,14.665733128989975,1.16,0.81
BAR_190627_1041_0005,0.03814261474609375,0.04989968872070313,0.005562224578857422,0.28543515625,0.13020833333333334,1.447567901611336,1.9468006086349487,0.40795261524936355,18.29915040987032,0.05942260160902179,0.036404103872858626,0.04441192404125268,0.9617713082982785,4.720179094655843,4.3724238182590955,1.3082398533208435,0.24729254150390623,0.4198303694247056,0.4489771143330668,0.05609453811645508,0.05640882766723634,-0.00031428955078125625,0.25423364690144856,0.7569678239314556,0.6746119679301182,0.5330905434015463,0.691727185926376,0.39089121825447065,0.7023888840119632,0.4755075681042139,0.5285268164051549,5.720179094655843,0.745464133273592,0.882122264985396,0.37444229516601557,0.4217669392158852,0.26239857664735305,0.9583545613616465,0.4356876735347568,2.2259553454236074,0.3744422951660156,0.4217669392158852,23.710582781060104,0.13353891835693837,-0.7023888840119632,-0.13353891835693837,0.764244529970792,-0.7023888840119632,0.7994218284964397,0.13353891835693837,0.2181422568254208,0.3622481147079066,0.13360830064160076,0.7642634082025774,0.10212829115582182,0.5113811186864994,-0.08414048773437498,0.40748685498943193,0.43473206937944586,0.8429703520295582,0.7643858253221643,-0.13353891835693837,234.65487272840176,0.4503992522858157,0.9686181126865079,7.483366259761516,5.720179094655843,0.4712387768881327,3.07174543762207,1.1243862903694584,15.30783544921875,0.14254440748757025,0.13353891835693837,-0.7023888840119632,-0.764244529970792,0.36044850650661353,-2.1043995091335628,-8.420142581252444,1.19,0.82
BAR_190627_1041_0006,0.03418119354248047,0.0513371337890625,0.005752630043029785,0.32946373291015624,0.3854166666666667,1.4612799835205124,2.0993117928504943,0.4546184042172518,12.99666450631346,0.06302804537725179,0.03576286738166922,0.04361109547847091,0.9656781071642785,5.417649537348134,4.272987304379712,1.5019116791594942,0.2952825393676758,0.4949733773678919,0.522994744573351,0.06274044399261475,0.06964202617645264,-0.006901582183837893,0.29904008045196534,0.814528887679248,0.7046216665314018,0.5624695441549576,0.7580226683603739,0.4399501001708479,0.7303728101563807,0.5142865262377279,0.5878456659946492,6.417649537348134,0.7118918487376155,0.9060039311536155,0.4519701234741211,0.5158098210388506,0.38570008553909874,0.9449118280669492,0.5173019071243958,2.648533003056829,0.451970123474121,0.5158098210388506,18.89360797630781,0.20061126991025888,-0.7303728101563807,-0.20061126991025888,0.8120078623072311,-0.7303728101563807,0.7984707009841924,0.20061126991025888,0.2675271414681365,0.5210287743762009,0.12370928458729534,0.7939228329973246,0.08236788241538012,0.5638984060592896,-0.1092348962927246,0.37450241046779065,0.4896649298945119,0.8611422865675884,0.6658181129263366,-0.20061126991025888,168.20851446592687,0.5128540624568865,0.9693947646506936,9.638742792895687,6.417649537348134,0.5524787391146433,3.3355281333923346,1.1454291171029445,18.403189971923826,0.21507917350147215,0.20061126991025888,-0.7303728101563807,-0.8120078623072311,0.4973363635975786,-4.587948365562078,14.601838333134225,1.65,0.78
BAR_190627_1041_0007,0.0363500244140625,0.05300866088867188,0.005969119262695313,0.34277587890625,0.3836805555555556,1.628565979003909,2.184989166259766,0.46603477508297253,11.902846526572395,0.06261677052048667,0.03726872142018215,0.04544910562438578,0.9657680007223864,5.466412717464106,4.434261424654407,1.458284051885389,0.3064258544921875,0.5052838074335135,0.5357035653530742,0.06369817810058594,0.06945180725097656,-0.005753629150390627,0.31099994405110676,0.8102071950280659,0.706398292477486,0.5560671530234242,0.7726707822843161,0.42941685246164574,0.7321337467292752,0.521366100115881,0.5864312059077983,6.466412717464106,0.7178998087348528,0.9041214960631392,0.46724070336914075,0.5249773970788713,0.36032595250891036,0.9474847821653699,0.5306549518894491,2.6102453054328456,0.4672407033691406,0.5249773970788713,20.239022615722938,0.18642436846706406,-0.7321337467292752,-0.18642436846706406,0.8082429921262784,-0.7321337467292752,0.7975807415139907,0.18642436846706406,0.27704620199590235,0.5274471446450062,0.1226670238371314,0.7932156029538991,0.08411737320896942,0.5683753138274452,-0.1166920640527344,0.38131607645608895,0.4976610789479294,0.8566335624855377,0.685737458835347,-0.18642436846706406,167.34859907898073,0.5228361262047927,0.9680290700679304,9.429866538786765,6.466412717464106,0.5684328297607617,3.405424774169922,1.1437845042342016,19.051896728515622,0.199768835187496,0.18642436846706406,-0.7321337467292752,-0.8082429921262784,0.4950029535762283,-6.639500090225696,8.06479037353104,1.38,0.83
BAR_190627_1041_0008,0.037450347900390625,0.05258177490234375,0.005514369201660156,0.32588447265625,0.1892361111111111,1.8123141479492233,2.12487566947937,0.44892916105370806,13.403565913920232,0.057713989137419416,0.03740668334862661,0.04564740742770086,0.966720648927165,5.197669691855992,4.414169863280289,1.4040396912252797,0.28843412475585933,0.47778396235723686,0.5093254567053034,0.06219883270263673,0.06609515533447266,-0.0038963226318359384,0.2940356419881185,0.7907474958948335,0.6974006417606364,0.5503265876043396,0.7491240892028825,0.4198984704370921,0.7221322892514843,0.5075577141428285,0.5670664561803335,6.197669691855992,0.7433070866701018,0.8969260698905337,0.4389501657714842,0.49260930982542184,0.3269001715220469,0.9575581181947875,0.5015129069126208,2.4726645467809876,0.43895016577148444,0.4926093098254221,21.137584892305856,0.16806698021668295,-0.7221322892514843,-0.16806698021668295,0.7938521397810675,-0.7221322892514843,0.8101640208070154,0.16806698021668295,0.2587040859395888,0.4785927261882642,0.12642384429098624,0.7835332280901667,0.09004292761884707,0.5511464428242494,-0.10737737381835936,0.3919594232582411,0.47851232703381663,0.860996192100537,0.7122305774185902,-0.16806698021668295,183.4724018294468,0.5011395079082231,0.9679534294739923,8.701774240469762,6.197669691855992,0.5392779496191062,3.3536442871093755,1.1374762150397113,17.91130456542969,0.17903252698094438,0.16806698021668295,-0.7221322892514843,-0.7938521397810675,0.39345465839607,-4.3802511547742915,14.910123467701416,1.17,0.83
BAR_190627_1041_0009,0.03752086029052734,0.05160408630371094,0.005279969024658203,0.3264192749023438,0.2708333333333333,1.760491180419919,2.099124681949615,0.449404510169022,13.35418849145385,0.05592896291516141,0.03696247986397138,0.045115389171446356,0.9681641178186092,5.325454015041255,4.599179897802994,1.3753438994771423,0.2888984146118164,0.47769343108704465,0.5098917543345463,0.060407343292236335,0.06323431121826173,-0.002826967926025395,0.29495096969604495,0.7899999812405836,0.7031903933935025,0.5466249926225415,0.7497486196413113,0.41372341771266574,0.7269793795861079,0.5107867211984923,0.5710447072359477,6.325454015041255,0.7532772561121898,0.8969037578923713,0.43798354962158204,0.4912798113152664,0.3083344281010424,0.9611642986044083,0.5021169642314471,2.4722579880426516,0.43798354962158204,0.4912798113152664,22.756685759581607,0.1580166558449758,-0.7269793795861079,-0.1580166558449758,0.7938075157847426,-0.7269793795861079,0.8143603161139258,0.1580166558449758,0.2591140737144865,0.4791315991858323,0.12418434340840759,0.7855223536179738,0.09029330297361855,0.551395846980625,-0.10787610353149417,0.39744604446229714,0.47888384063064454,0.861515064950358,0.7270908755113284,-0.1580166558449758,198.52225670120256,0.5015945020553786,0.9683386973525908,8.699674591010186,6.325454015041255,0.5399701424979786,3.27235994720459,1.137456599516985,17.89723391723633,0.1679674373041177,0.1580166558449758,-0.7269793795861079,-0.7938075157847426,0.43373953552503447,-4.436306166846063,14.40873620444718,1.14,0.86
BAR_190627_1041_0010,0.0382787841796875,0.05186422119140625,0.005219770050048828,0.3189657470703125,0.171875,1.6522146606445176,2.0856541967391964,0.441575695843089,14.109792060290593,0.054735928426969525,0.037338134025156254,0.04558049340488871,0.9677976357709351,5.150015169285222,4.539065620942572,1.354907745970882,0.280686962890625,0.4648704695294317,0.49737743409228496,0.06022988815307617,0.06233168991088867,-0.0021018017578125006,0.28717815526326496,0.7797244492650662,0.6964019095041675,0.5438623295343773,0.7387582031293289,0.40909540735644206,0.7202803137269514,0.5031771788498861,0.5593200838009239,6.150015169285222,0.7600025958343,0.8928499085885238,0.4253825083007812,0.4761116658193232,0.2947254278159629,0.9634897249311617,0.48831340836213855,2.40027155887597,0.42538250830078117,0.47611166581932307,23.020354045530286,0.15070982996175106,-0.7202803137269514,-0.15070982996175106,0.7856998171770474,-0.7202803137269514,0.8171196534604549,0.15070982996175106,0.2506113291588849,0.4532302593340175,0.1267736778592494,0.7796600419004619,0.09356628024028867,0.542658154765411,-0.10365082031982421,0.4014017420386533,0.4696122820233142,0.8617114702752755,0.7380576301033935,-0.15070982996175106,202.50923224646783,0.4911439256684526,0.9680154582195809,8.332703190702974,6.150015169285222,0.5262806826147842,3.2741573638916015,1.1338870389845046,17.38463525390625,0.1599731446919113,0.15070982996175106,-0.7202803137269514,-0.7856998171770474,0.383479656077305,-3.8055065462375075,23.464082915803004,1.35,0.76
