Raster,Red,Green,Blue,NIR,FC,c_depth,CH,NDVI,NDVIf,EVI,EVI2,SAVI,OSAVI,TSAVIm,TSAVIg,MSR,SR,LAI
BAR_190627_1041_0001,0.0359580322265625,0.053952838134765625,0.0053378082275390626,0.342562353515625,0.4392361111111111,1.429446716308604,1.9726028442382808,0.810007420572303,0.5240136760499872,0.5048557086160465,0.5364485872306934,0.523501206571385,0.5693458026969603,-6.555358661529178,8.210809920416539,2.6280624186698662,9.526726917569514,1.47
BAR_190627_1041_0002,0.03526243286132812,0.053063372802734377,0.005320040130615235,0.340710546875,0.3836805555555556,1.4745758056640597,1.9463165998458862,0.8124203878371373,0.4966057390833461,0.5049113580690595,0.5357459121152705,0.5230437257989622,0.5698946132768429,-6.1516774350527585,8.860521884749659,2.6527907504577795,9.662139541388623,1.5
BAR_190627_1041_0003,0.038238909912109376,0.05327383117675781,0.005265874481201172,0.3296180786132813,0.2743055555555556,1.5506260681152355,1.9885388767719274,0.7920990433516257,0.4349855014749251,0.4793816170768878,0.5124893043340463,0.5036184058325074,0.5520039992558632,-4.815287680123087,11.86011750241941,2.456779857292188,8.619965353899874,1.18
BAR_190627_1041_0004,0.03923657836914062,0.05381156005859375,0.005250763702392578,0.3244191650390625,0.3072916666666667,1.5596243286132818,2.0244390392303466,0.7842103193453617,0.44879379604883507,0.4689090458634661,0.5025821399979997,0.49530600968017574,0.5445993675421501,-4.316467062882625,14.665733128989975,2.3874386180037126,8.268283793426201,1.16
BAR_190627_1041_0005,0.03814261474609375,0.04989968872070313,0.005562224578857422,0.28543515625,0.13020833333333334,1.447567901611336,1.9468006086349487,0.764244529970792,0.36044850650661353,0.4198303694247056,0.4489771143330668,0.4503992522858157,0.5113811186864994,-2.1043995091335628,-8.420142581252444,2.2259553454236074,7.483366259761516,1.19
BAR_190627_1041_0006,0.03418119354248047,0.0513371337890625,0.005752630043029785,0.32946373291015624,0.3854166666666667,1.4612799835205124,2.0993117928504943,0.8120078623072311,0.4973363635975786,0.4949733773678919,0.522994744573351,0.5128540624568865,0.5638984060592896,-4.587948365562078,14.601838333134225,2.648533003056829,9.638742792895687,1.65
BAR_190627_1041_0007,0.0363500244140625,0.05300866088867188,0.005969119262695313,0.34277587890625,0.3836805555555556,1.628565979003909,2.184989166259766,0.8082429921262784,0.4950029535762283,0.5052838074335135,0.5357035653530742,0.5228361262047927,0.5683753138274452,-6.639500090225696,8.06479037353104,2.6102453054328456,9.429866538786765,1.38
BAR_190627_1041_0008,0.037450347900390625,0.05258177490234375,0.005514369201660156,0.32588447265625,0.1892361111111111,1.8123141479492233,2.12487566947937,0.7938521397810675,0.39345465839607,0.47778396235723686,0.5093254567053034,0.5011395079082231,0.5511464428242494,-4.3802511547742915,14.910123467701416,2.4726645467809876,8.701774240469762,1.17
BAR_190627_1041_0009,0.03752086029052734,0.05160408630371094,0.005279969024658203,0.3264192749023438,0.2708333333333333,1.760491180419919,2.099124681949615,0.7938075157847426,0.43373953552503447,0.47769343108704465,0.5098917543345463,0.5015945020553786,0.551395846980625,-4.436306166846063,14.40873620444718,2.4722579880426516,8.699674591010186,1.14
BAR_190627_1041_0010,0.0382787841796875,0.05186422119140625,0.005219770050048828,0.3189657470703125,0.171875,1.6522146606445176,2.0856541967391964,0.7856998171770474,0.383479656077305,0.4648704695294317,0.49737743409228496,0.4911439256684526,0.542658154765411,-3.8055065462375075,23.464082915803004,2.40027155887597,8.332703190702974,1.35
BAR_190627_1041_0011,0.03561908721923828,0.05045506439208984,0.005613922882080078,0.315154296875,0.3090277777777778,1.591856231689448,2.098805832862853,0.7969111179218267,0.4535593385244534,0.47003951991942433,0.49894189167180053,0.49284900341592885,0.5472783397895047,-3.4552568499808007,59.53867950840053,2.5008164025291455,8.84790491500247,1.35
BAR_190627_1041_0012,0.03510393524169922,0.05106764068603516,0.0057315513610839836,0.33789267578125004,0.3368055555555556,1.5658887481689447,2.1324928736686704,0.8117734359814901,0.4723681364243213,0.5027943822505027,0.5322758116161772,0.5202575875719944,0.5680875530492138,-5.689542606029023,9.757434997787902,2.646119030592952,9.625492796029162,1.45
BAR_190627_1041_0013,0.03471072692871094,0.04980585632324219,0.005081650924682617,0.34081357421875,0.3784722222222222,1.5539047241210824,2.000217005014419,0.8151345901042996,0.4949641330603078,0.5064689372118419,0.5373546360176582,0.5244334969723761,0.5715946907248775,-6.117934021567292,8.996809049535239,2.681121476869421,9.818681553939063,1.71
BAR_190627_1041_0014,0.03568661193847656,0.052739410400390624,0.005179437255859375,0.3390173583984375,0.3836805555555556,1.6986602783203182,2.1390953063964844,0.8095210365324443,0.4954933143640108,0.500780061856826,0.5322842529958599,0.5201715495983039,0.567287252923957,-5.910728501083259,9.20801625754532,2.6231288698825788,9.499847141076344,1.45
BAR_190627_1041_0015,0.03698016357421875,0.05083525085449219,0.005298801040649414,0.33162998046875,0.2725694444444444,1.5138540649414125,2.0278544425964355,0.7993535220240278,0.4361085120794659,0.4866159090003933,0.5186100279857657,0.5088297993903385,0.5574047721463709,-4.979612628259254,11.492986149142299,2.523702281164246,8.967780248001676,1.34
BAR_190627_1041_0016,0.03315920715332031,0.0470708740234375,0.004760159301757812,0.316433447265625,0.4670138888888889,1.5729354858398352,2.1172781562805176,0.8102980326721456,0.538316268730568,0.4786048422194827,0.5072906266012205,0.5001353977796136,0.5558836801431204,-3.4783022563291355,75.53735121910555,2.631018276263678,9.542853235377788,1.48
BAR_190627_1041_0017,0.032842720031738284,0.04947516326904297,0.004588582038879394,0.33723243408203124,0.5034722222222222,1.4345438385009857,2.0345183920860292,0.8225078356833343,0.563068181160012,0.5073586766441149,0.537390359457471,0.5247645205321394,0.5742387880058271,-5.427970367949202,10.893222853332498,2.7609939133230994,10.268103060773871,1.61
BAR_190627_1041_0018,0.03315117797851563,0.05093977966308594,0.004629486083984375,0.339783740234375,0.5190972222222222,1.3400856018066492,1.9912648487091065,0.8222146741454164,0.5710801867525686,0.5097053649192823,0.5400945922976214,0.5268993527322928,0.5753658688458642,-5.8178721998612,9.820158295798759,2.757733312025121,10.249522368543875,1.72
BAR_190627_1041_0019,0.03259687805175781,0.0503190185546875,0.004439743423461914,0.334524609375,0.5052083333333334,1.476771545410159,2.0382725238800057,0.8224191219084608,0.5639304938808369,0.5042860728643324,0.5342881089650241,0.5222931314144341,0.5727858539729787,-5.066487595096166,12.30566892008146,2.7600064547072614,10.262473873842668,1.67
BAR_190627_1041_0020,0.035891812133789065,0.05125545043945313,0.005110675811767578,0.3245753173828125,0.4600694444444444,1.4553713989257773,1.9160227870941162,0.8008594448990609,0.5304301265594638,0.48062774852858337,0.5115905212218469,0.5032443925159613,0.5546623194382061,-4.1917177291733365,17.820854266613424,2.537998978229636,9.043157703292797,1.65
BAR_190627_1041_0021,0.03484859161376953,0.051137965393066406,0.005001154708862305,0.32467327880859376,0.5243055555555556,1.1862967681884697,1.994484738111496,0.806139239469189,0.5653716151383594,0.48424977847940337,0.5144902543576123,0.5057893763408364,0.5578681162338771,-4.159456372548208,19.002084249623536,2.5892864763097028,9.316682935338696,1.36
BAR_190627_1041_0022,0.03357115478515625,0.049780169677734375,0.004829169845581054,0.3251071044921875,0.4982638888888889,1.4638391113281273,1.9564142274856566,0.8128063024907358,0.5555128625257659,0.489050802968998,0.5184970801089356,0.5092756452557423,0.562074743817522,-4.148330072911261,20.15037771459601,2.6567852345791,9.684120387658995,1.39
BAR_190627_1041_0023,0.035627227783203125,0.049618615722656245,0.005058750915527344,0.3099231567382813,0.3715277777777778,1.3882031249999898,1.9606662619113921,0.7937943097210587,0.4834583025699767,0.4615458311397961,0.49141881558821626,0.48659890760437935,0.5425689255774294,-3.1339268817710138,-171.9919933395966,2.472137693125503,8.699053393214001,1.2
BAR_190627_1041_0024,0.033291888427734374,0.04822756652832031,0.004814903259277344,0.312247021484375,0.5329861111111112,1.342444000244143,1.9571204781532288,0.8073045467660793,0.5703862775298374,0.472521292098694,0.5009439055383389,0.49487101620013607,0.5517975522500107,-3.2214339047842206,-246.31934823106295,2.6008581264107713,9.379072087249106,1.93
BAR_190627_1041_0025,0.03709883728027344,0.05326195068359375,0.005206537628173828,0.3329311767578125,0.4253472222222222,1.3990460205078108,1.9193907022476195,0.7994820102541468,0.5124532856115729,0.48769730239498377,0.5201106127643392,0.51003816196723,0.5581426176674623,-5.148113607212347,10.8412999242728,2.524916512929201,8.97416741777085,1.54
BAR_190627_1041_0026,0.03537931518554688,0.04890476989746094,0.005191021728515625,0.3170237548828125,0.4496527777777778,1.4093574523925838,1.9589421200752257,0.7992110841787844,0.5244716506984465,0.47244142366238856,0.5022426471784206,0.4956184161936656,0.5496540831804376,-3.5760957926578616,42.088789472906015,2.5223574342807917,8.960709194629146,1.37
BAR_190627_1041_0027,0.03568945770263672,0.05209487915039063,0.005179910087585449,0.32554833984375,0.4722222222222222,1.3320489501953148,1.920476437807083,0.8024046323776304,0.5372466319561032,0.48282911726354244,0.5134960637629306,0.5048412000150887,0.5560972045879267,-4.27247117804274,16.90702491697263,2.552819129923886,9.121694774860606,1.58
BAR_190627_1041_0028,0.03499254150390625,0.049479037475585935,0.005276699829101563,0.324631591796875,0.4427083333333333,1.303480529785162,1.906820683479309,0.8053938083480104,0.5237420505707338,0.4843424823979521,0.5140498279620861,0.5054052795972827,0.5574010746058112,-4.161362439791839,18.86974255863591,2.5819329354666767,9.277165299943592,1.39
BAR_190627_1041_0029,0.036548809814453125,0.052743115234375,0.005063343811035156,0.3237042236328125,0.4322916666666667,1.4428689575195364,1.965221028327942,0.7970936734954477,0.5148894526048029,0.4769953745978986,0.5086280760907105,0.5007051460213693,0.5519533676058158,-4.139663980484236,18.131346295771234,2.502514288579606,8.856765111535987,1.34
BAR_190627_1041_0030,0.037905175781249995,0.05341086120605469,0.005430279731750488,0.3106424560546875,0.34375,1.258228759765629,1.8724104499816894,0.7824964376800465,0.465858150452516,0.45536770574651747,0.48646972247521947,0.48212487438684504,0.5363062635623976,-3.2225071640196217,173.62861804740945,2.372816642562402,8.195251694581206,1.29
BAR_190627_1041_0031,0.037263700866699216,0.05483383178710938,0.0051119264602661136,0.3383929443359375,0.4583333333333333,1.4801993560791118,2.089521536827087,0.8016076577237257,0.529903509790041,0.49409652723247915,0.5272513598964352,0.5158344514125516,0.5621684080019623,-5.947312611927239,8.896966869607107,2.5451559770537964,9.081034262980117,1.55
BAR_190627_1041_0032,0.03577191925048828,0.05264425964355469,0.005155867195129394,0.35079002685546873,0.5069444444444444,1.4030527496337868,2.067776892185211,0.8149227071581269,0.5610372057121059,0.5158303321639773,0.5481845316930684,0.5329883190711603,0.5763630451211669,-8.50359936206718,6.752873869227213,2.678889795285239,9.806295949599642,1.59
BAR_190627_1041_0033,0.03545228576660156,0.04926822509765625,0.005142299842834473,0.3384167236328125,0.2534722222222222,1.7098617553710938,2.2243209600448615,0.8103491603995081,0.4293593357957086,0.500746745635391,0.5320758124752855,0.5200397907595385,0.5674883398964036,-5.796911903272882,9.467360144835704,2.6315389316714497,9.54569546970153,1.34
BAR_190627_1041_0034,0.035416928100585936,0.05189761962890625,0.005100630569458008,0.35276572265625,0.4149305555555556,1.8286106872558605,2.3410544204711914,0.8175244152126124,0.5147366931177333,0.5195582578285058,0.5518087040604842,0.5359519142012832,0.5789106862786038,-9.063174474146619,6.5365976467686195,2.706533129169968,9.960370409719804,1.37
BAR_190627_1041_0035,0.035022994995117185,0.05205037231445313,0.004964326858520508,0.353002490234375,0.4149305555555556,1.863360137939452,2.2897595834732067,0.819480955100651,0.5155485213004437,0.5209676687790163,0.5531780318527869,0.5371121108485121,0.580227569354918,-9.059166545553772,6.568294455904853,2.7276732788407063,10.07916342630291,1.44
BAR_190627_1041_0036,0.035009465026855466,0.05045252380371094,0.005381245803833008,0.3284590576171875,0.3993055555555556,1.627082061767581,2.1937269902229315,0.8073590264588528,0.502591277926278,0.4896844751498794,0.5193865118440684,0.5097746789166464,0.5605868928051608,-4.524766700303571,14.757101205520133,2.6014014070095803,9.382007333309131,1.46
BAR_190627_1041_0037,0.03468195495605469,0.05104402160644531,0.005364748001098632,0.323362255859375,0.3489583333333333,1.5216293334960938,1.9897754192352295,0.8062699861725562,0.4766671305914649,0.48396718017506174,0.5130821073133399,0.5046598367506796,0.5572503173984357,-4.040100361953104,21.33558164242025,2.5905801671988273,9.323645575029017,1.77
BAR_190627_1041_0038,0.03238131713867187,0.04826647338867188,0.004958699798583984,0.3314172119140625,0.2760416666666667,1.8232768249511793,2.282468900680542,0.8219821436717352,0.44408882090938523,0.5022386768756295,0.5305319437960339,0.5192806274571717,0.5708986913655204,-4.703302760326457,14.45816098686431,2.7551522155341552,10.234828018106235,1.57
BAR_190627_1041_0039,0.034217034912109374,0.05113125457763672,0.005124320220947266,0.3405467407226562,0.4409722222222222,1.722923049926763,2.2767035007476806,0.8173941179125256,0.5281564339405929,0.5080375860733467,0.5383016042058381,0.5252784483243966,0.5728318180245715,-6.029087940635779,9.225325650740016,2.705136127672375,9.952549705063342,1.76
BAR_190627_1041_0040,0.036018841552734375,0.0505830322265625,0.005163867950439453,0.3366485107421875,0.4913194444444444,1.7149543762207031,2.216853060722351,0.8066970914896255,0.5489501334922986,0.4964055579650718,0.5281269651339643,0.5167427228694823,0.5643853859153047,-5.577671528013187,9.849096247588854,2.5948143715184533,9.346455805617957,1.82
BAR_190627_1041_0041,0.033427865600585936,0.0540677490234375,0.005641694259643555,0.367450830078125,0.453125,1.5503799438476449,2.1376488208770748,0.8332270287200442,0.54161849738877,0.5473254907318807,0.576825495658592,0.5561619440215926,0.5955351256002742,-17.11093757576905,5.284458007009767,2.8854630285590304,10.992350946621139,2.04
BAR_190627_1041_0042,0.035923204040527346,0.0522781494140625,0.005617073059082031,0.34422963867187495,0.3923611111111111,1.6102867126464844,2.1003528833389282,0.8110065215653043,0.5004990865863868,0.5078712162815864,0.5388294619110848,0.5254310723144868,0.5707762882134855,-6.8835168923003565,7.857467747308967,2.6382499294969506,9.582375733621275,1.76
